Formula,Avg Voltage (V),Capacity (mAh/g),Energy Density (Wh/L),Gravimetric Energy (Wh/kg),Stability Charge (eV),Stability Discharge (eV),capacity_score,energy_score,voltage_score,stability_score,Overall Score,Rank,Supply Chain Score,Recyclability Score,CathodeAI Score,CathodeAI Rank,Solid State Score,SS Compatibility,CathodeAI Final Score,Final Rank,Cost per kWh ($/kWh),Cost Score,CathodeAI Economic Score,Economic Rank,Thermal Safety Score,Onset Temp (°C),CathodeAI Safety Score,Safety Rank,Estimated Cycles,Cycle Life Category,Cycle Life Score,CathodeAI Complete Score
Li0-1Mo2P3O13,3.826,53.63,662.02,205.21,0.0092,0.01,0.0482080415651658,0.06885183159059567,1.0,0.9975624000203134,0.4823419198715171,411,0.6,0.475,0.6282578340511988,364,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.702606267240959,202,20.0,0.5555555555555556,0.6737983409786963,455,0.97,570,0.7095102559862747,234,1250,Good (1000-2000),0.502815768302494,0.6987002609962796
Li0-0.25MnO2,3.331,75.56,1010.78,251.71,0.0,0.0273,0.06792093269930874,0.10512379434932825,0.7,0.996534037528883,0.4079974771089581,654,0.7,0.6,0.6290960846464811,357,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.703276867717185,203,8.0,0.8222222222222222,0.7192958306811083,246,0.65,300,0.7096798730101108,233,945,Moderate (500-1000),0.3801287208366854,0.698276700587297
Li0-2VCu(PO4)2,3.244,168.4,1939.18,546.32,0.0386,0.0667,0.15137486853578075,0.20167985073540273,0.7,0.986631287611406,0.4563423654962769,476,0.55,0.6166666666666666,0.6317960409683401,343,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7054368327746721,204,12.0,0.7333333333333334,0.710709609630219,277,0.9,550,0.7199109579143373,190,615,Moderate (500-1000),0.24738535800482703,0.6982672883844114
Li0-1Mo2P3O13,3.878,53.63,644.53,207.96,0.013,0.0108,0.0482080415651658,0.06703282531507601,1.0,0.9969783916918468,0.4817086167395912,412,0.6,0.475,0.6277858090666875,365,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.7022286472533499,205,20.0,0.5555555555555556,0.6734679234895384,458,0.97,570,0.709227040995568,236,1238,Good (1000-2000),0.49798873692679,0.6982228969352388
Li6-8CrO6,3.054,263.38,1860.33,804.41,0.0817,0.0039,0.2367524517515079,0.19347924211191933,0.7,0.9891323667572303,0.47560174058503735,436,0.65,0.55,0.6544841212935673,251,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7235872970348538,206,12.0,0.7333333333333334,0.7345674563340684,185,0.7,350,0.7185238061094736,196,745,Moderate (500-1000),0.2996781979082864,0.6980593038755313
Li0-1KMnPCO7,3.912,104.71,1022.53,409.59,0.0,0.0,0.0941238864868266,0.10634582543779914,1.0,1.0,0.5054347192530464,323,0.5,0.475,0.6204697784122527,398,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6963758227298023,207,8.0,0.8222222222222222,0.7015609877457197,325,0.8,450,0.7095040892695739,235,1300,Good (1000-2000),0.5229283990345938,0.6979785313800783
Li0.5-2MnCrO4,3.354,217.53,2970.49,729.48,0.1187,0.0491,0.19553785720064362,0.3089388194035656,0.7,0.9786963918441968,0.4983705688978601,356,0.65,0.575,0.677704597657734,160,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7221636781261874,208,8.0,0.8222222222222222,0.7364467897889854,179,0.65,300,0.7213449808168626,187,664,Moderate (500-1000),0.2670957361222848,0.6975543078572036
Li1-2MnPCO7,3.83,119.76,1237.21,458.67,0.0187,0.0311,0.10765234118672863,0.12867311344400603,1.0,0.9936774750526877,0.5145666405877871,288,0.5,0.4666666666666666,0.6251928144292198,378,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7001542515433758,209,8.0,0.8222222222222222,0.7082302081956918,283,0.8,450,0.7123379108797541,223,1170,Good (1000-2000),0.47063555913113436,0.6975170740600554
Li1-2MnPCO7,3.869,119.76,1260.06,463.38,0.0246,0.0333,0.10765234118672863,0.13104957390116004,1.0,0.9926491125612574,0.5151253243512188,286,0.5,0.4666666666666666,0.6256092227516903,376,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7004873782013521,210,8.0,0.8222222222222222,0.7085216940214213,281,0.8,450,0.7125877558732363,221,1149,Good (1000-2000),0.46218825422365245,0.6973029129759167
Li0-2Ti3MnO8,3.497,157.46,2030.75,550.6,0.0941,0.0334,0.14154089548482207,0.21120337301380948,0.7,0.9838128126348932,0.45631815767058237,478,0.7,0.5,0.6401113312856634,314,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7120890650285308,211,8.0,0.8222222222222222,0.7245065033285358,229,0.65,300,0.7162890209936201,208,745,Moderate (500-1000),0.2996781979082864,0.6972617977604683
Li1-2Cu2C2O7,3.609,96.76,1190.51,349.19,0.0768,0.0759,0.08697762636295811,0.12381618988387065,1.0,0.9806134626615545,0.5059812829551338,319,0.5,0.675,0.6708771531906272,177,1.0,['✅ Voltage within sulfide electrolyte window'],0.7367017225525019,212,12.0,0.7333333333333334,0.7382747215191534,172,0.75,400,0.7258596252477096,172,416,Poor (<500),0.16733708769107,0.6965137643132006
Li0-2.5Cu3(P2O7)2,4.598,120.54,1970.35,554.18,0.0578,0.0246,0.1083534836894478,0.20492161320583996,0.7,0.9895386334205114,0.4469956498971906,508,0.75,0.575,0.6644129105918322,206,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6915303284734658,213,12.0,0.7333333333333334,0.714642608842854,263,0.9,550,0.7194810796884326,192,488,Poor (<500),0.19629927594529364,0.6959797524265141
Li0-2MnV(PO4)2,3.118,173.08,1788.32,539.68,0.0342,0.0034,0.1555817235520958,0.18599001158589476,0.7,0.9952263667064469,0.45397638936975937,483,0.55,0.5333333333333333,0.6091992553667741,442,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6873594042934192,214,8.0,0.8222222222222222,0.696379954947218,345,0.8,450,0.7052417754422866,243,1202,Good (1000-2000),0.4835076427996782,0.6955805653789264
Li0-1Ti3Mn5O16,2.61,360.38,3494.26,940.64,0.0754,0.1037,0.3239458142691488,0.36341228520853575,0.4,0.9772617626894853,0.45659940353327066,475,0.7,0.5,0.6403209545565536,311,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.712256763645243,215,8.0,0.8222222222222222,0.7282246681895875,214,0.65,300,0.7164147949561543,207,641,Moderate (500-1000),0.2578439259855189,0.6952748957997749
Li0-2CrWO6,4.296,155.05,3784.54,666.06,0.1899,0.07,0.13937454493154872,0.3936021732392872,1.0,0.9670035294416373,0.5979748176209189,26,0.5,0.575,0.7144434440973348,67,0.8999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7515547552778679,216,12.0,0.7333333333333334,0.7512711251538486,113,0.7,350,0.7319993997917341,149,388,Poor (<500),0.15607401448109412,0.6952337561060554
Li1.5-2.5MnPCO7,3.638,117.93,1163.95,429.03,0.0307,0.0432,0.10600735300727211,0.1210538796106973,1.0,0.9906177792448518,0.5114106690217549,304,0.5,0.4666666666666666,0.6228405484218746,385,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6982724387374997,217,8.0,0.8222222222222222,0.7065836219905502,291,0.8,450,0.7109265512753469,227,1107,Good (1000-2000),0.4452936444086887,0.6950738453202605
Li1.5-2.5MnPCO7,3.541,117.93,1136.77,417.63,0.0243,0.045,0.10600735300727211,0.11822708769711102,1.0,0.9912017875733184,0.5106502326969491,306,0.5,0.4666666666666666,0.6222737662186242,390,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6978190129748993,218,8.0,0.8222222222222222,0.706186874448275,296,0.8,450,0.7105864819533967,229,1119,Good (1000-2000),0.4501206757843926,0.6950318057874206
Li0-4Ti3Cu3(TeO8)2,3.653,122.77,2072.89,448.43,0.0898,0.0733,0.11035803212670903,0.2155860445089723,1.0,0.9792930960058909,0.5391592857852525,220,0.5,0.5833333333333334,0.6726893177621366,169,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7381514542097094,219,12.0,0.7333333333333334,0.7408229986239718,157,0.75,400,0.7269469239906152,164,404,Poor (<500),0.16251005631536605,0.6948868283635032
Li0-1Mn3Cr5O16,2.916,357.26,4175.82,1041.66,0.0769,0.0898,0.3211412442582721,0.434296328498597,0.4,0.9788360460096996,0.47739961651560203,431,0.65,0.575,0.6620741468129379,218,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7096593174503504,220,8.0,0.8222222222222222,0.7255054741976279,223,0.7,300,0.7169667103099849,204,666,Moderate (500-1000),0.26790024135156876,0.6947793076962695
Li0-2Cr3WO8,3.538,111.28,2122.4,393.69,0.0971,0.011,0.10002966372126888,0.22073521550388245,1.0,0.986275804281035,0.5391693512236372,219,0.5,0.575,0.6706134865840241,179,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7364907892672194,221,12.0,0.7333333333333334,0.7320187263231026,196,0.7,350,0.7207014252837478,188,705,Moderate (500-1000),0.2835880933226066,0.6946944812914757
Li0-1Mn(PO3)3,3.493,89.7,852.42,313.28,0.0,0.0502,0.08063138781270507,0.08865393535611546,0.7,0.9936266917197776,0.40579803131797754,656,0.7,0.44999999999999996,0.5899567537903965,512,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6719654030323172,222,8.0,0.8222222222222222,0.6881482990818489,388,0.8,450,0.7011962744964602,251,1169,Good (1000-2000),0.47023330651649237,0.6944622644432451
Li0-2MnCr(PO4)2,3.219,172.49,1837.38,555.32,0.0222,0.0023,0.15505137217183385,0.1910923813901826,0.7,0.996889520859254,0.4556239855889013,480,0.65,0.48333333333333334,0.6229272716841044,384,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6783418173472835,223,8.0,0.8222222222222222,0.6958109949407778,350,0.8,450,0.7034785852326848,246,1236,Good (1000-2000),0.49718423169750603,0.694378402982483
Li3-4Cr3CuO8,3.285,71.41,998.08,234.62,0.0539,0.0373,0.06419049502458493,0.10380296074732143,0.7,0.9884214000964884,0.40545172199481594,657,0.65,0.7,0.6396986362402679,317,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7117589089922145,224,12.0,0.7333333333333334,0.7208247596539019,241,0.75,400,0.714652515077494,211,490,Poor (<500),0.19710378117457764,0.6942878405121962
Li0-1Mo(PO3)4,4.164,64.0,765.95,266.5,0.0543,0.0416,0.057529641248752775,0.07966082657142799,1.0,0.9878246959347942,0.4864543626738357,397,0.6,0.475,0.6313229945599823,348,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mo associated with volume change during cycling']",0.7050583956479859,225,20.0,0.5555555555555556,0.6688010961919877,491,0.97,570,0.7113493522915448,226,945,Moderate (500-1000),0.3801287208366854,0.6940984888773809
Li0-1MnPO4,3.197,170.87,1528.87,546.35,0.1195,0.1859,0.1535951531277248,0.1590065251259992,0.7,0.9612269253231089,0.4402847846181973,533,0.7,0.44999999999999996,0.6156610466822992,411,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6925288373458391,226,8.0,0.8222222222222222,0.7061413041061808,297,0.8,450,0.7166188502316015,205,505,Moderate (500-1000),0.20313757039420757,0.6939596240830821
Li1-3MnCr2O6,3.401,194.39,2692.27,661.05,0.1396,0.0394,0.17473729628664142,0.2800032032814915,0.7,0.9772744585227129,0.4842764538345147,402,0.65,0.575,0.6671997160155965,196,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7137597728124773,227,8.0,0.8222222222222222,0.729093372639489,210,0.65,300,0.7150420518315801,210,642,Moderate (500-1000),0.2582461786001609,0.6918593891600286
Li0-1Ti(PO3)4,2.944,72.3,510.9,212.88,0.0019,0.02,0.06499051659820039,0.0531349517531726,0.4,0.9972196125231699,0.3017710565539774,806,0.8,0.35,0.5124214809070727,757,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6099371847256583,228,15.0,0.6666666666666667,0.6195878937778081,699,1.0,650,0.6641195552109103,415,2486,Excellent (≥2000),1.0,0.6916274071202031
Li2-3Mn(BO3)2,3.718,138.6,1464.08,515.23,0.0846,0.0125,0.12458762932933022,0.1522681937028478,1.0,0.9876723459360638,0.5249782173335964,252,0.5,0.55,0.6537862931091172,254,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7230290344872938,229,8.0,0.8222222222222222,0.7267575480335249,217,0.65,300,0.7144939980876925,212,805,Moderate (500-1000),0.3238133547868061,0.6915560365161212
Li0-4Mn3V2Cr3O16,3.732,151.76,2320.68,566.33,0.0836,0.1432,0.136417161811105,0.24135686011852142,1.0,0.9712058502399512,0.5521922260243253,156,0.55,0.6166666666666667,0.7032365986576388,99,0.8000000000000003,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.7225892789261111,230,8.0,0.8222222222222222,0.7342894285841566,187,0.7,300,0.7216641814168054,186,546,Moderate (500-1000),0.21962992759452937,0.6914886845974346
Li3-5.5Mn3O8,2.867,202.44,2164.48,580.31,0.0311,0.0501,0.1819734464749611,0.22511164684029564,0.4,0.9896909834192418,0.38148050318371524,724,0.7,0.6,0.6093319723669689,441,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6874655778935751,231,8.0,0.8222222222222222,0.7090323806568781,280,0.7,300,0.7028214056424035,248,837,Moderate (500-1000),0.33668543845535,0.6912224803284741
Li0-4Ti3Mn2Cr3O16,3.91,154.65,2398.9,604.62,0.1013,0.1141,0.139014984673744,0.2494919470751336,1.0,0.9726531752278902,0.5554993065751596,133,0.65,0.5166666666666667,0.7057014919561104,93,0.7500000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7145611935648885,232,8.0,0.8222222222222222,0.7320862824645155,194,0.7,300,0.7206431173958885,189,569,Moderate (500-1000),0.22888173773129525,0.6906837217535088
Li0.67-2MnCrO4,3.253,193.36,2568.54,628.99,0.125,0.0491,0.17381142862279433,0.26713495591327846,0.7,0.9778965543508621,0.48027782708231137,418,0.65,0.575,0.6642193869510054,207,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7113755095608044,233,8.0,0.8222222222222222,0.7270071422942752,216,0.65,300,0.7132538543928255,217,651,Moderate (500-1000),0.2618664521319389,0.6905502383043219
Li2-3MnBPO7,3.607,116.76,1156.81,421.17,0.0704,0.0804,0.10495563925319334,0.12031130071949031,1.0,0.9808546834928776,0.5094605025530771,309,0.5,0.4666666666666666,0.6213870149546188,395,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.697109611963695,234,8.0,0.8222222222222222,0.7055661485634712,303,0.8,450,0.7100544311949935,231,907,Moderate (500-1000),0.36484312148028963,0.6903245524402128
Li0-2TiMnO4,2.886,296.67,3245.06,856.28,0.0531,0.0592,0.26667685420730447,0.3374948258683701,0.4,0.9857425792854785,0.4357790482051589,550,0.7,0.5,0.6248027494414361,380,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.699842199553149,235,8.0,0.8222222222222222,0.7137904960375767,266,0.65,300,0.7071038718870839,239,775,Moderate (500-1000),0.31174577634754624,0.6902108857603175
Li0-4Cr3P4O15,3.164,195.76,1826.34,619.31,0.0878,0.047,0.17596879016962255,0.18994419218024908,0.7,0.9828860168092832,0.4584083577178728,470,0.65,0.42500000000000004,0.61041923712129,438,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6883353896970319,236,12.0,0.7333333333333334,0.7005970374134743,327,0.85,500,0.7070848756061072,240,854,Moderate (500-1000),0.34352373290426386,0.6900941385391914
Li1-2CuP2O7,4.624,106.62,1528.08,492.99,0.0424,0.0388,0.09584078671784407,0.15892436303579563,0.7,0.9896909834192418,0.430091153103086,569,0.75,0.575,0.6518133442307066,265,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6814506753845652,237,12.0,0.7333333333333334,0.705822912390066,301,0.9,550,0.7119213398717572,225,489,Poor (<500),0.19670152855993564,0.6897000818766833
Li0-1MnPO4,4.308,170.87,2441.3,736.05,0.1308,0.037,0.1535951531277248,0.25390165925821157,1.0,0.9786963918441968,0.5613737448360242,105,0.7,0.44999999999999996,0.7059132682329754,91,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6947306145863803,238,8.0,0.8222222222222222,0.7203892877630828,243,0.8,450,0.7182701831620075,200,647,Moderate (500-1000),0.2602574416733709,0.6894417284223785
Li0-1Cr2P3O11,4.017,70.56,923.27,283.45,0.0163,0.0497,0.06342642947674994,0.09602252281298036,1.0,0.9916207500698271,0.49340647672355564,370,0.65,0.42500000000000004,0.636504670381892,329,0.8999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6892037363055137,239,12.0,0.7333333333333334,0.7002854121244673,328,0.85,500,0.7077361355624685,238,914,Moderate (500-1000),0.3676588897827836,0.6893436130134184
Li0-4Ti3Mn3Cr2O16,3.792,154.0,2318.62,583.98,0.0982,0.1282,0.13843069925481136,0.24114261466811715,1.0,0.9712566335728614,0.5526389542500671,154,0.65,0.5166666666666667,0.7035695622468054,98,0.7500000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7128556497974444,240,8.0,0.8222222222222222,0.730593931668002,201,0.7,300,0.7193639595703055,193,547,Moderate (500-1000),0.22003218020917137,0.6891752790227501
Li1-3Mn2(PO4)3,4.497,128.97,1909.71,580.02,0.0614,0.0285,0.11593121612268195,0.1986148927628719,1.0,0.9885864459284462,0.536855238748799,229,0.7,0.44999999999999996,0.6876386902739677,136,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6801109522191742,241,8.0,0.8222222222222222,0.7075970831917774,288,0.85,450,0.7123054363866028,224,799,Moderate (500-1000),0.32139983909895414,0.6883615593141538
Li0-3Mo2(PO4)3,3.249,161.58,1747.83,524.97,0.0,0.0,0.14524436614021052,0.18177894445634699,0.7,1.0,0.45084477487195673,490,0.6,0.475,0.6047818102782604,460,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6838254482226083,242,20.0,0.5555555555555556,0.6716508386233536,475,0.97,570,0.6954246417225117,270,1300,Good (1000-2000),0.5229283990345938,0.6879678806464155
Li1-3Mo(PO4)2,3.455,174.77,2081.96,603.88,0.0555,0.0285,0.15710086564132067,0.21652934850662603,0.7,0.9893355000888708,0.46263434597564856,466,0.6,0.475,0.613569027389744,422,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6908552219117952,243,20.0,0.5555555555555556,0.688516176315678,387,0.97,570,0.7006969719894018,252,1081,Good (1000-2000),0.4348350764279968,0.6879568230718274
Li0-2Cr3TeO8,3.57,125.99,2091.76,449.76,0.0908,0.0229,0.1132524922020369,0.2175485744357337,1.0,0.985564837620293,0.5414124210242732,213,0.5,0.525,0.6597853320787452,223,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7278282656629962,244,12.0,0.7333333333333334,0.7303318753122645,206,0.7,350,0.7142045325805805,214,695,Moderate (500-1000),0.27956556717618664,0.6878292777315154
Li0-1Mn4(PO4)3,3.363,52.39,639.84,176.2,0.0246,0.0443,0.047093404765971215,0.06654505290614594,0.7,0.9912525709062285,0.39042475269927085,705,0.7,0.44999999999999996,0.5784984627508182,560,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6627987702006546,245,8.0,0.8222222222222222,0.6801274953541442,416,0.8,450,0.6943212998727131,278,1120,Good (1000-2000),0.4505229283990346,0.6877476000175831
Li0-1Ti(PO3)4,2.929,72.3,592.97,211.73,0.0244,0.0422,0.06499051659820039,0.06167044889621993,0.4,0.9915445750704619,0.3034804500789854,804,0.8,0.35,0.51369555711401,756,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6109564456912081,246,15.0,0.6666666666666667,0.6204797471226642,697,1.0,650,0.6648840009350727,407,2253,Excellent (≥2000),0.9062751407884151,0.6875782022630924
Li0-1MnPO4,4.319,170.87,2066.45,737.96,0.1033,0.0118,0.1535951531277248,0.21491626746984444,1.0,0.9853870959551075,0.5506817329161506,167,0.7,0.44999999999999996,0.6979441038526801,116,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.688355283082144,247,8.0,0.8222222222222222,0.714810872696876,262,0.8,450,0.7134886845338302,216,750,Moderate (500-1000),0.3016894609814964,0.6875287471976371
Li0-1Mn4(PO4)3,3.376,52.39,657.92,176.88,0.0288,0.0476,0.047093404765971215,0.06842542074270369,0.7,0.9903003834141635,0.39084603492642844,702,0.7,0.44999999999999996,0.5788124604664844,558,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6630499683731874,248,8.0,0.8222222222222222,0.6803472937551105,414,0.8,450,0.6945096985021129,275,1101,Good (1000-2000),0.4428801287208367,0.6875224588915063
Li0-3Mo2(PO4)3,3.232,161.58,1716.0,522.18,0.0025,0.0047,0.14524436614021052,0.17846854023966371,0.7,0.9990859000076175,0.4497145386080944,496,0.6,0.475,0.6039394020726964,466,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6831515216581572,249,20.0,0.5555555555555556,0.6710611528794588,480,0.97,570,0.6949191967991734,274,1281,Good (1000-2000),0.5152855993563958,0.6871645365597235
Li0-2Mn2Cr3O12,4.046,113.63,1287.97,459.77,0.0305,0.0712,0.10214208023587153,0.13395228774620027,1.0,0.9870883376075972,0.5137844570239676,294,0.65,0.575,0.6891931565124165,130,0.7499999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7013545252099332,250,8.0,0.8222222222222222,0.7184173524158344,250,0.7,300,0.710738116129672,228,716,Moderate (500-1000),0.28801287208366855,0.6868444440826138
Li0-9Mn7Cr12O48,4.248,131.17,1826.79,557.2,0.0789,0.0951,0.11790879754060782,0.18999099337087136,1.0,0.9779092501840896,0.5331608849240268,238,0.65,0.575,0.7036351474300939,97,0.7499999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7129081179440752,251,8.0,0.8222222222222222,0.732098174629637,193,0.65,300,0.7144033106802785,213,586,Moderate (500-1000),0.23572003218020918,0.6864507975462796
Li2-4MnV(PO4)3,3.373,128.07,1224.87,432.02,0.0113,0.0281,0.11512220554262137,0.127389720794497,0.7,0.9949978417083514,0.4262471438802572,576,0.55,0.5333333333333333,0.5885315908426947,519,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6708252726741557,252,8.0,0.8222222222222222,0.678341161208934,427,0.8,450,0.6928411767278391,284,1197,Good (1000-2000),0.48149637972646825,0.6851461699632263
Li0-3Mn5O8,2.825,189.85,2358.24,536.24,0.0797,0.0526,0.17065628736055802,0.24526319949579517,0.4,0.9832034126399716,0.3837235435848738,721,0.7,0.6,0.6110037959491378,437,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6888030367593103,253,8.0,0.8222222222222222,0.7102026571643965,278,0.65,300,0.6988244997917048,260,735,Moderate (500-1000),0.29565567176186647,0.6850069037848845
Li0-1Ti2P2O9,2.646,86.84,683.76,229.77,0.0639,0.0491,0.07806053196940142,0.07111284911088138,0.4,0.9856537084528858,0.30869704399354764,798,0.8,0.35,0.5175836835697171,752,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6140669468557737,254,15.0,0.6666666666666667,0.6303442927845162,667,1.0,650,0.6672168768084968,390,2012,Excellent (≥2000),0.8093322606596943,0.6846751214845098
Li0.5-1.5Mn(CO3)2,3.744,144.59,1158.49,541.36,0.0935,0.0862,0.12997204418995567,0.12048602516448019,1.0,0.9771855876901201,0.515216656750351,284,0.5,0.55,0.6465106296063949,284,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7172085036851161,255,8.0,0.8222222222222222,0.7216645835816193,238,0.65,300,0.7101285999860592,230,640,Moderate (500-1000),0.2574416733708769,0.6845996206939635
Li0-1CuCO3,3.294,205.38,2416.01,676.46,0.1286,0.0868,0.1846162143698257,0.2512714323452389,0.7,0.9726531752278902,0.47743345958021166,430,0.5,0.675,0.6495993713400922,275,1.0,['✅ Voltage within sulfide electrolyte window'],0.7196794970720737,256,12.0,0.7333333333333334,0.7305231313666359,203,0.75,400,0.7130929561373887,219,341,Poor (<500),0.13716814159292035,0.6843664260830256
